title,txt,rating,revdate
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 4, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"June 4, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,60,"June 4, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Works very good....,Works very good.,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"June 3, 2020"
"Love it! Best dishwasher, quiet, counts down the cycle time,...","Love it! Best dishwasher, quiet, counts down the cycle time, 3rd rack is genius for all those large knives and utensils. Very happy with my purchase. Smooth delivery and set up. Great customer service.",100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 3, 2020"
Washes well but drying is not this units strength.,We both got the 300 series dishwasher. There a lots of nice features and it cleans our dishes well but after the unit runs the dishes are never dry even on extra dry setting. We have to prop open the door with a dish towel and let it sit out for an hour and then most things are dry-ish. [This review was collected as part of a promotion.],60,"June 3, 2020"
The Bosch 300 Series Dishwasher was installed nicely and looks...,"The Bosch 300 Series Dishwasher was installed nicely and looks great along with their well known quiet operation.  The bad is they don't dry and leave a lot of water when the cycle is completed.  Bosch relies on a different type of drying - kind of conductive with the outer stainless steel thermal becoming an important part f the dry cycle.  I changed the factory setting to improved drying which alters energy performance a bit but it still leaves water and some dishes not dried - even on Extra Dry.  The front stainless also stains very , very easily -",60,"June 3, 2020"
"Excellent so far. Does a great job, really quiet. Adjustable...","Excellent so far. Does a great job, really quiet. Adjustable height was key, as my counter area is old and the cutout is smaller than standard.",100,"June 3, 2020"
It works great. I am happy with the purchase. It...,It works great. I am happy with the purchase. It could dry better but probably is better for the environment/high efficiency.,80,"June 3, 2020"
We have been using this dishwasher for a month now...,We have been using this dishwasher for a month now and are very pleased with how well it washes and the low noise level.,100,"June 3, 2020"
"Cleans well, easy to use. Holds a lot of dishes....","Cleans well, easy to use. Holds a lot of dishes.",100,"June 3, 2020"
"This dishwasher is great. My wine glasses come out spotless,...","This dishwasher is great. My wine glasses come out spotless, and the unit is extremely quiet.  My only issue is that the springs in the door make an odd clicking sound when I push the door all the way down flat. Other than that, I’m very pleased.",80,"June 3, 2020"
Works great but I'll tell you more in 10-15 years.,Works great but I'll tell you more in 10-15 years.,100,"June 3, 2020"
"It’s a little louder than our old dishwasher, which was...","It’s a little louder than our old dishwasher, which was an Electrolux. It does  a great job cleaning though.",80,"June 3, 2020"
Quiet and effective...,Quiet and effective,100,"June 3, 2020"
"While it is quiet, the rack design makes loading the...","While it is quiet, the rack design makes loading the dishwasher a frustrating experience. Also, dishes are rarely dry - even hours after the cycle is complete.",60,"June 3, 2020"
Excellent dishwasher!...,Excellent dishwasher!,100,"June 3, 2020"
very easy to install and very quite...,very easy to install and very quite,100,"June 3, 2020"
There was no owners manual came with this dishwasher and...,There was no owners manual came with this dishwasher and it doesn't get the dishes any cleanerthan my old dishwasher did and nothing comes out dry.  I'm very disappointed in this very expensive dishwasher.,60,"June 2, 2020"
Love it!,"I really like this dishwasher. It is quiet and well organized. I can program things like that amount of rinse aid it will use. I love the 3rd shallow upper rack for large knives and utensils. If I changed anything, I would make all of the glass racks a little more slanted so that water will drain off but that's not a big deal. [This review was collected as part of a promotion.]",100,"June 2, 2020"
"When we had to replace our old dishwasher, the Appliance Technician recommended Bosch. It was a b...","When we had to replace our old dishwasher, the Appliance Technician recommended Bosch. It was a bit more expensive than we would normally buy, but it has been worth every penny! I love it! The 3rd rack is amazing, and the tall tub is big enough to hold just about everything I could dream of needing to wash!",100,"June 2, 2020"
Did not dry the dishes. Returned immediately....,Did not dry the dishes. Returned immediately.,20,"June 2, 2020"
Tremendous Appliance,My old dishwasher stopped working at the start of the COVID 19 lockdown - what horrible timing!  With all meals from home cleaning dishes by hand became a major daily chore.  To the rescue came my Bosch 300!  It has performed sensationally; a large capacity that cleans the variety of the dishes quietly.  Way better than the previous GE Profile even when new.  I did a lot of research on dishwashers before purchasing Bosch and happy to say that it earns its fantastic reputation.,100,"June 2, 2020"
This dishwasher is So Quiet!  I only time I...,This dishwasher is So Quiet!  I only time I can tell it is on is when it drains and that it still pretty quiet.,100,"June 2, 2020"
