title,txt,rating,revdate
It works perfectly and is quiet as well....,It works perfectly and is quiet as well.,100,"November 25, 2020"
Wished that it did better drying...,Wished that it did better drying,80,"November 25, 2020"
Warning do not buy,"I have had this dishwasher for for 3 1/2 years and it stopped working because the circuit board went out, costing me $366 to repair. 

I would not recommend this to anyone.",20,"November 21, 2020"
Great features,"My Dishwasher, is extremely quiet, gets my dishes clean and sanitized. I understand the long run time, but wish it would get the dishes washed and dried in a shorter time. the amount of water used saves money on that utility bill.",100,"November 18, 2020"
He adora,This is a super nice product and fully adjustable racks feels solid too.,100,"November 18, 2020"
Great Features,Love the sleek look and color. Easy to use and love the controls on top!,80,"November 17, 2020"
DO NOT ORDER THIS DISHWASHER,"I ordered this dishwasher from Home Depot online.  I had 3- yes 3!- units delivered that were defective.  Not to mention the delay between deliveries due to production shortage on appliances these days.  The first washer the door wouldn't close properly, the second the motor wouldn't run, and the third was completely installed but could not get the water to flow.  I ultimately canceled and purchased a different brand from a competitor.  I'm still not completely sure if it was the unit or subcontractor error.  In any case I'd hate for another customer to have to go through what I did!",20,"November 16, 2020"
Adora Dishwasher,Wonderful product and features. Quiet operations. I also have the matching frig. Would highly recommend.,100,"November 16, 2020"
Saves us so much water and time,This dishwasher works great and also looks great! It is very quiet and efficient,100,"November 16, 2020"
"It’s sleek looking, fits all my dishes, and I love...","It’s sleek looking, fits all my dishes, and I love the top rack! It’s quiet and functional yet the cycles are super long. It lives up to its name and the stainless steel tub will last for ever! Also love the sprayer under the silverware. 5 stars from me!",100,"November 15, 2020"
The dishwasher arrived in tact and seems to work well....,The dishwasher arrived in tact and seems to work well. It’s much quieter than I expected. I got the white. I’ve had it about 6 weeks or so now and I’m happy with it.,80,"November 15, 2020"
We have only had our new dishwasher for about 2...,We have only had our new dishwasher for about 2 weeks and so far we are happy with our purchase. The dishwasher is quiet and the dishes feel so clean when emptying the dishes.,100,"November 14, 2020"
Nothing special for the price. Washes pretty good and is...,Nothing special for the price. Washes pretty good and is quiet. One of the wheels on the bottom rack already broke and GE is sending a new one under warrenty. Dry cycle is lacking as it does not dry the dishes well even under boost.,60,"November 13, 2020"
I went to use it and it doesn’t heat up...,"I went to use it and it doesn’t heat up the water so I tried a second time. It did the same thing. 
I have not been able to use my dishwasher yet I have called for repair and still waiting for him to come out and repair my dishwasher. 
brand new dishwasher that doesn’t work right. 
 right now I’m not happy",60,"November 13, 2020"
